"ListNo","Access","AdditInfo","Acres","ListAgt","AirType","Amenities","Area","BackDim","Basemnt","BsmntFin","City","ListCoAgt","CompBac","CompDays","CompSac","ContPh1","ContPh2","Contact","ContractDt","County","CrprtCap","DVR","DaysOnMkt","Deck","DirPre","DirPost","EWCoord","EntrdBy","EntryDt","Excl","ExpDtDisp","Ext","FeatExt","FeatInt","Floor","Frontage","GaragCap","Garage","HOAFee","HOATerms","Heat","HouseNbr","Image","Incl","Irregular","LandScape","Latitude","ListDt","ListType","Longitude","Lot","LstPrice","NSCoord","NumDish","NumDispose","NumOvRng","NumRefg","OffMktDt","ListOff","OpenHseDt","Owner","P1Bed","P1BthFull","P1BthHalf","P1BthTq","P1Fire","P1Rent","P1Sqf","P1FamDen","P1Kitch","P1Bar","P1Formal","P1SemiForm","P1Laundry","P2Bed","P2BthFull","P2BthHalf","P2BthTq","P2Fire","P2Rent","P2Sqf","P2FamDen","P2Kitch","P2Bar","P2Formal","P2SemiForm","P2Laundry","P3Bed","P3BthFull","P3BthHalf","P3BthTq","P3Fire","P3Rent","P3Sqf","P3FamDen","P3Kitch","P3Bar","P3Formal","P3SemiForm","P3Laundry","P4Bed","P4BthFull","P4BthHalf","P4BthTq","P4Fire","P4Rent","P4Sqf","P4FamDen","P4Kitch","P4Bar","P4Formal","P4SemiForm","P4Laundry","P5Bed","P5BthFull","P5BthHalf","P5BthTq","P5Fire","P5Rent","P5Sqf","P5FamDen","P5Kitch","P5Bar","P5Formal","P5SemiForm","P5Laundry","Patio","PkgSpacs","Pool","Possess","PropType","PublicID","Quadrant","RMPriceLow","ReinstDt","Remarks","Roof","Rstrct","SchDist","SchElem","SchJunior","SchSenior","SchOther","SchPrivate","Sewer","Show","SideDim","SlAgentID","SlAgentPub","SldOfcID","SlrPaidCns","SoldDt","SoldPrice","SoldTerms","StatCode","StatDate","State","Status","StrType","Street","Style","SubAgncy","Subdiv","TaxID","Taxes","Terms","TimeClause","TotAirElc","TotAirEvp","TotAirGas","TotAirPmp","TotAirSol","TotAirWElC","TotBar","TotBed","TotBth","TotBthFul","TotBthHal","TotBthTq","TotFamRm","TotFire","TotFormal","TotKitch","TotLdy","TotRent","TotSemi","TotSqf","TotWinEvp","UndrCnst","UnitNbr","Water","WinEle1","WinEle2","WinEle3","WinEle4","WinEvp1","WinEvp2","WinEvp3","WinEvp4","Window","WithDrDt","YearBlt","Zip","Zoning","LastMod"
"1380942","Concrete","","0.05","Larry Horton","Refrig. Air; Window","Cable Tv Available","101","0.0","Partial","0","Salt Lake City"," ","3%","1","","","","","07/05/2016","Salt Lake","0","0","46","0","N","E","500","","05/20/2016","See Remarks","08/31/2016","Brick; Frame","Entry (Foyer); Skylights","Den/Office; Dishwasher, Built-In; Disposal","Carpet; Hardwood","0.0","1","Detached","","","Hot Water; Steam","187","1380942_d3a035c1f6942d10e5ef619d6e3eb57f_347775.jpg","Dryer; Microwave; Range; Refrigerator; Washer","No","Landscaping: Full","40.773824","05/20/2016","ERS","-111.873345","Fenced: Full; Secluded Yard; Sidewalks; Sprinkler: Auto-Full; View: Valley","439900","187","0","0","0","0","00/00/0000","Horton & Morgan and Associates Inc.","00/00/0000","","0","0","1","0","1","0","1,100","Y","","","Y","","Y","3","1","0","0","0","0","602","","","","","","","0","0","0","0","0","0","195","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","451","","","","","","","1","0","","arrange","Single Family","","NE","0","00/00/0000","ONE OF AVENUES FINEST. GORGEOUS VICTORIAN STYLE OF ARCHITURE IN PARTICULAR,THE PATTERNED-WOOD SIDING ON THE UPPER WALLS AND ORNAMENTAL STONEWORK AROUND THE WINDOWS.COFFERED TIN CEILING IN KITCHEN ORIGINAL WOOD WORK, ORIGINAL FIRR FLOORING,LARGE MASTER BATH WITH PRIVATE SHOWER EUROPEAN SHOWER GLASS. ORIGINAL CLAW TUB SURRONDED BY MARBLE. THE PRIVATE PATIO AND PERENNIALS ARE IN FULL BLOOM THAT CREATES A RELAXING SERENE AREA. THE SMALL LOFT IN THE ATTACK WITH  SKY LIGHTS IS A GREAT WINTER ESCAPE.   ","Asphalt Shingles","No","Salt Lake","Wasatch","Bryant","West","","","Gas: Connected; Power: Connected; Sewer: Connected; Water: Connected","See Remarks; Call Agent/Appt","0.0","69572","","64344","5800","08/12/2016","437900","Conventional","0","08/12/2016","UT","Sold","","H","2-Story","0","","09-31-441-008","3502","Cash; Conventional; FHA","","0","0","0","0","0","0","0","3","2.00","1","1","0","0","1","1","0","1","0","0","2,348","0","","","Culinary","0","0","0","0","0","0","0","0","Part","00/00/0000","1905","84103","","08/12/2016"
"1380983","Concrete","","0.14","Babs De Lay","Central Air; Electric","Cable Tv Available; Gas Dryer Hookup","101","0.0","Entrance; Partial","80","Salt Lake City","Julie R Hall","3%","1","","801-201-8824","801-784-8618","TEXT BABS","05/23/2016","Salt Lake","0","1","4","1","N","E","800","","05/20/2016","","06/20/2016","Brick","See Remarks; Patio: Covered","Dishwasher, Built-In; Disposal; Kitchen: Updated; Range: Gas; Range/Oven: Free Stdng.","Carpet; Hardwood; Tile","0.0","1","Built-In; Extra Width; Workbench","","","Forced Air; Gas: Central","427","1380983_e16ff2dbf82d50837802ac6c0d74c84b_410638.jpg","Dryer; Range; Washer","No","Landscaping: Full; Xeriscaped","40.779232","05/20/2016","ERS","-111.867433","Curb &amp; Gutter; Fenced: Part; Road: Paved; Sidewalks; Sprinkler: Auto-Part; View: Mountain; Drip Irrigation: Auto-Part","399900","427","0","0","0","0","00/00/0000","Urban Utah Homes & Estates","00/00/0000","","2","1","0","0","1","0","1,092","","Y","","Y","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","1","0","0","0","0","0","819","Y","","","","","Y","1","2","","IMMEDIATE","Single Family","","NE","0","00/00/0000","Multiple offers coming in. OPEN SUNDAY 1-3, May 22nd. .  This Tudor-style home between 8th and 9th Avenue is a block from Lindsay Gardens, the wonderful city park in the Avenues for two and four legged creatures to play in. The brick house has been restored and updated, so you have a roof, water heater and central air that are newer, an updated kitchen and bath and all the yummy hardwoods, leaded glass built-ins, historic architectural terra cotta fireplace tiles and period wall niches you look for in such a well built home from the first part of the 1900's. The rooms are large and open and because you're on a high hill, the views from the two level deck are 360 of the valley and the mountains. The downstairs rec room has high ceilings and the laundry area is large enough for more storage and side by side machines.  The landscaping is low water and there's lots of room in the garage to store your yard tools or recreational toys. You can get one car in and park one behind/tandem style.","Asphalt Shingles","No","Salt Lake","Ensign","Bryant","West","McGillis School","Madeleine Choir Sch","Gas: Connected; Power: Connected; Sewer: Connected; Sewer: Public; Water: Connected","Call Agent/Appt","0.0","68627","","65181","","06/27/2016","386000","Conventional","0","06/28/2016","UT","Sold","","L","Bungalow/Cottage","0","AVENUES","09-32-158-019","2546","Cash; Conventional; FHA; VA","","0","0","0","0","0","0","0","3","1.00","1","0","0","1","1","1","1","1","0","0","1,911","0","","","Culinary","0","0","0","0","0","0","0","0","","00/00/0000","1927","84103","","06/28/2016"
"1381253","See Remarks; Gravel","","0.11","Mike Evertsen","Central Air; Electric","Cable Tv Available; Cable Tv Wired; Electric Dryer Hookup; Home Warranty","101","0.0","Partial","0","Salt Lake City"," ","3%","0","","801-560-2138","","text Mike 801-560-2138","05/30/2016","Salt Lake","0","1","9","1","","","900","","05/20/2016","Dryer; Gas Grill/BBQ; Washer","11/17/2016","Brick","Basement Entrance; Bay Box Windows; Deck; Covered; Double Pane Windows; Entry (Foyer); Porch: Open","Alarm: Security; Bath: Master; Bath: Sep. Tub/Shower; Closet: Walk-In; Dishwasher, Built-In; Disposal; Gas Log; Kitchen: Updated; Oven: Gas; Range: Gas; Range/Oven: Free Stdng.; Granite Countertops","Carpet; Hardwood; Tile; Slate","0.0","1","See Remarks; Detached; Opener; Rv Parking","","","Forced Air; Gas: Central","79","1381253_3bcaea358fff7e9c59be44a5bdd181a9_1924621.jpg","Alarm System; Ceiling Fan; Microwave; Range; Refrigerator; Window Coverings","No","Landscaping: Full; Mature Trees","40.771243","05/20/2016","ERS","-111.862499","Additional Land Available; Curb &amp; Gutter; Fenced: Full; Road: Paved; Sidewalks; Sprinkler: Auto-Full; Terrain, Flat; Drip Irrigation: Auto-Part","674500","79","0","0","0","0","00/00/0000","Plumb & Company","00/00/0000","contact listing agent","0","0","1","0","1","0","1,328","Y","","","Y","","","3","2","0","0","0","0","1,328","Y","","","","","Y","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","464","","","","","","","0","1","","RECORD+72","Single Family","","NE","0","00/00/0000","This Grand American Four Square is located in the heart of Salt Lakes Historical Avenues district and within a short walk to the University of Utah. Large spacious sunny rooms with 12 foot ceilings. Original Woodwork and old world charm throughout. Fabulous Newer Kitchen that leads out to a large deck perfect for entertaining. Master suite has its own private bath with separate tub and shower. Laundry room is located on the second floor for ease and convenience. Two newer Furnaces and central A/C systems, All three second story bedroom are generously sized. There is a staircase leading to 900 square feet unfinished attic space. Plus there is an additional lot included that is perfect for an RV.","Asphalt Shingles","No","Salt Lake","Wasatch","Bryant","West","","","Gas: Connected; Power: Connected; Sewer: Connected; Sewer: Public; Water: Connected","Call Agent/Appt; Key Box: Electronic","0.0","73485","","64348","","07/12/2016","669000","Conventional","0","07/18/2016","UT","Sold","ST","O","2-Story","0","AVENUES","09-32-382-012","5063","Cash; Conventional; FHA; VA","","0","0","0","0","0","0","0","3","3.00","2","1","0","1","1","1","0","1","0","0","3,120","0","","","Culinary","0","0","0","0","0","0","0","0","Blinds; Plantation Shutters","00/00/0000","1899","84103","R-1","07/18/2016"
"1380749","Concrete","","0.09","Holly A. Parkin","Central Air; Gas","Cable Tv Wired","101","0.0","Partial","100","Salt Lake City"," ","3%","1","","801-808-0615","","Holly ","06/03/2016","Salt Lake","0","0","16","2","N","","100","","05/19/2016","Dryer; Washer","11/19/2016","Brick","Basement Entrance; Deck; Covered; Double Pane Windows; Out Buildings; Porch: Screened","See Remarks; Alarm: Fire; Dishwasher, Built-In; Disposal","Carpet; Hardwood; Tile","0.0","1","Detached","","","Forced Air; Gas: Central","554","1380749_3424c9b7c5c44408460f8d4514bd65c8_958537.jpg","Microwave; Range; Refrigerator; Window Coverings","No","Fruit Trees; Landscaping: Full; Mature Trees; Xeriscaped","40.781164","05/19/2016","ERS","-111.893188","Corner Lot; Terrain: Grad Slope; View: Mountain","448690","554","0","0","0","0","00/00/0000","Thornton Walker Inc","00/00/0000","","2","1","0","0","0","0","1,115","Y","Y","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","2","1","0","0","0","0","968","Y","","","","","Y","0","0","","Negotiable","Single Family","","NW","0","00/00/0000","Charming bungalow in Marmalade/Capitol Hill. Amazing exposed brick wall, open living/kitchen floorplan,huge windows. Top down bottom up shades allow for privacy and tons of natural light. Corner lot w/Xeriscape & fruit trees as the Marmalade District intended. Custom decks in front and back for great entertaining space. new cedar exterior of garage. Cool glass enclosed back porch.  Completely remodeled in 2012.  ","Asphalt Shingles","No","Salt Lake","Washington","Bryant","West","City Academy","Madeleine Choir Sch","Gas: Connected; Power: Connected; Water: Connected","See Remarks; Call Agent/Appt","0.0","78691","","69052","2000","07/15/2016","448690","Conventional","0","07/18/2016","UT","Sold","ST","WALL","Bungalow/Cottage","0","CAPITOL HILL","08-36-236-001","3019","Cash; Conventional; FHA; VA","","0","0","0","0","0","0","0","4","2.00","2","0","0","2","0","0","1","1","0","0","2,083","0","","","Culinary","0","0","0","0","0","0","0","0","See Remarks; Shades","00/00/0000","1940","84103","RES","07/18/2016"
"1380478","Concrete","","0.25","William Bustos","Central Air; Electric","Cable Tv Wired; Electric Dryer Hookup; Gas Dryer Hookup","101","0.0","Full; Walkout","100","Salt Lake City","Kristen McDonald","3%","0","","801-712-4706","","Text Kristi@ 801-712-4706","07/23/2016","Salt Lake","0","1","66","0","E","","1389","","05/18/2016","Dryer; Washer","12/11/2016","Stucco","Balcony; Basement Entrance; Double Pane Windows; Entry (Foyer); Outdoor Lighting; Patio: Covered; Skylights; Sliding Glass Doors; Walkout","Alarm: Fire; Alarm: Security; Bar: Wet; Bath: Master; Bath: Sep. Tub/Shower; Closet: Walk-In; Den/Office; Dishwasher, Built-In; Disposal; French Doors; Gas Log; Great Room; Kitchen: Updated; Oven: Double; Oven: Wall; Range: Gas; Range/Oven: Built-In; Range/Oven: Free Stdng.; Vaulted Ceilings; Silestone Countertops","Hardwood; Natural Rock; Tile","0.0","3","Attached; Opener; Storage Above; Workshop","","","Electric: Radiant; Forced Air","1389","1380478_380883232aa99ba3ae83a9347c8a9d5b_560002.jpg","Alarm System; Ceiling Fan; Hot Tub; Range; Range Hood; Refrigerator; Satellite Equipment; Satellite Dish; Water Softener: Own; Window Coverings","Yes","Landscaping: Full; Vegetable Garden","40.772495","05/18/2016","ERS","-111.847834","Curb &amp; Gutter; Fenced: Full; Road: Paved; Secluded Yard; Sidewalks; Sprinkler: Auto-Full; Terrain: Grad Slope; Drip Irrigation: Auto-Full; Rainwater Collection; Private","2190000","150","0","0","0","0","00/00/0000","KW Utah Realtors Keller Williams","00/00/0000","","0","0","0","2","2","0","2,650","2","2","2","Y","Y","Y","2","2","0","0","1","0","1,566","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","2","1","0","1","1","0","1,394","Y","","","","","","1","3","Concrete/Gunite; Heated; In Ground","F&R+ 48 HR","Single Family","","NE","0","00/00/0000","A truly ""ONE OF A KIND"" masterpiece in Salt Lake's finest neighborhood- FEDERAL HEIGHTS. Parade of Homes GEM in 2014. Gorgeous curb appeal from the large tree-lined streets with a charm unmatched. Ideal location: walking distance to restaurants and trails, minutes from downtown. No detail has been overlooked!!! No upgrade has been spared!!! High-end finishes throughout entire home. Completely private Hacienda with southern California-style architecture that has been renovated from top to bottom with an additional extension in 2014. Unbelievable indoor/outdoor living space that opens to a secluded pool area- ideal for entertaining. Bellagio design courtyard. Luxurious master suite with grand master bath with double-sided fire place. Gourmet kitchen with impeccable colors and details. A very detailed, carefully designed home that is sure to leave nothing wanting with any buyer. A detailed description of upgrades, renovation project, designers involved, architect name, landscape designer, etc. is available and can emailed at a moment's notice. Please review the attached PDF for detailed descriptions for upgrades in the home. PLEASE VIEW AGENT REMARKS FOR SHOWING/OFFER INSTRUCTIONS.","Tile","No","Salt Lake","Wasatch","Bryant","West","","Rowland Hall-St Mark's","Gas: Available; Gas: Connected; Power: Available; Power: Connected; Sewer: Available; Sewer: Connected; Water: Available; Water: Connected","Call Agent/Appt","0.0","68578","","68743","","08/23/2016","1960000","Cash","0","08/23/2016","UT","Sold","WAY","MILITARY","Tri/Multi-Level","0","FEDERAL HEIGHTS","09-33-376-007","7579","Cash; Conventional","","0","0","0","0","0","0","2","4","6.00","3","0","3","2","4","1","2","1","0","1","5,610","0","","","Culinary","0","0","0","0","0","0","0","0","Blinds","00/00/0000","1929","84103","RES","08/23/2016"
"1380142","Concrete","","0.33","Stacey O. Curry","Central Air; Electric","Cable Tv Available; Cable Tv Wired; Electric Dryer Hookup","101","0.0","Daylight; Full; Walkout","75","Salt Lake City"," ","3%","1","","801-582-4667","","801-573-6873","06/16/2016","Salt Lake","0","0","30","1","E","N","816","","05/17/2016","","11/06/2016","Brick; Stone","Balcony; Basement Entrance; Deck; Covered; Double Pane Windows; Entry (Foyer); Outdoor Lighting; Patio: Covered; Sliding Glass Doors; Walkout","Bath: Master; Closet: Walk-In; Den/Office; Dishwasher, Built-In; Disposal; Gas Log; Range: Countertop; Range: Gas; Granite Countertops","Carpet; Hardwood; Laminate; Natural Rock; Tile","0.0","2","Extra Width; Opener; Extra Length","","","Gas: Central","816","1380142_7d3829f6476c2870ec720c4ccbdffbbe_456500.jpg","Basketball Standard; Ceiling Fan; Dryer; Microwave; Range; Refrigerator; Washer; Window Coverings","No","Fruit Trees; Landscaping: Full; Mature Trees; Terraced Yard; Vegetable Garden","40.786541","05/17/2016","ERS","-111.864929","Curb &amp; Gutter; Fenced: Full; Secluded Yard; Sprinkler: Auto-Full; Terrain: Hilly; View: Mountain; View: Valley","799000","800","0","0","0","0","00/00/0000","The Group Real Estate LLC","00/00/0000","Dongbin Xiu & Yvette Shen","0","1","0","0","1","0","2,008","2","","Y","Y","Y","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","5","1","0","1","1","0","3,030","","","","","","Y","1","2","","Arrange","Single Family","","NE","0","00/00/0000","Welcome home to this high Avenues rambler that takes your breath away the minute you walk in the door and experience the view.  This home has entertaining spaces galore.  Huge open and flowing rooms all framed in mountain and valley views with expanded spaces onto large covered deck from dining room and kitchen.  Four of the five bedrooms are day light with own walkout and views too! Laundry room is new and spacious.  There is ample storage throughout the home, in the over-sized garage and beneath the garage.  Southern exposure provides best views and amazing light and brightness throughout.   This home can be comfortably lived in as is or offers amazing remodel potential.  Also has option for master on the main. Buyer to verify all. ","Tile","No","Salt Lake","Ensign","Bryant","West","McGillis School","Rowland Hall-St Mark's","Gas: Connected; Power: Connected; Sewer: Connected; Sewer: Public; Water: Connected","Appt/Use Key Box","0.0","58220","","69809","","08/15/2016","727600","Conventional","0","08/16/2016","UT","Sold","AVE","16TH","Rambler/Ranch","0","NORTHCREST SUB","09-29-377-014","6033","Cash; Conventional","","0","0","0","0","0","0","1","5","3.00","2","0","1","1","2","1","0","1","0","1","5,038","0","","","Culinary","0","0","0","0","0","0","0","0","Blinds; Draperies; Part; Plantation Shutters","00/00/0000","1971","84103","","08/16/2016"
"1379307","Concrete","","0.11","Scott Alexander","Central Air; Electric","Electric Dryer Hookup","101","0.0","Walkout","100","Salt Lake City","J. Tim Alexander","3%","1","","801-654-2179","","Scott - Text or Call","07/09/2016","Salt Lake","0","1","60","0","N","E","1100","","05/13/2016","Dryer; Washer","11/30/2016","Brick","Basement Entrance","Jetted Tub; Kitchen: Updated; Range/Oven: Free Stdng.; Granite Countertops","Carpet; Hardwood; Tile","0.0","1","Detached","","","Forced Air; Gas: Central","183","1379307_2a6414b5e3ca10060f269b04b551a95c_198734.jpg","Range; Refrigerator","No","Landscaping: Full; Mature Trees","40.771385","05/13/2016","ERS","-111.859508","Curb &amp; Gutter; Fenced: Part; Sidewalks; Sprinkler: Auto-Full","359000","183","0","0","0","0","00/00/0000","RE/MAX Associates","00/00/0000","","2","1","0","0","1","0","824","Y","Y","","","Y","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","2","1","0","0","0","0","711","","","","","","Y","0","0","","REC+48","Single Family","","NE","0","00/00/0000","Welcome home to the East Avenues. Absolutely beautiful and relaxing back yard. After enjoying the serenity of the yard, move inside to the well appointed, remodeled interior. 4 bedrooms and 2 full baths.  Beautiful hardwood floors, walk-in closet downstairs, jetted tub, newer furnace and AC.  Everything is done for you to move in and enjoy. Detached garage, and off-street parking for at least three cars or that trailer or boat.","Asphalt Shingles","No","Salt Lake","Wasatch","Bryant","West","","","Gas: Connected; Power: Connected; Sewer: Connected; Sewer: Public; Water: Connected","Call Agent/Appt; Key Box: Electronic","0.0","86510","","64355","","08/26/2016","353200","Cash","0","08/26/2016","UT","Sold","ST","Q","Bungalow/Cottage","0","AVENUES","09-32-403-015","2002","Cash; Conventional; FHA; VA","","0","0","0","0","0","0","0","4","2.00","2","0","0","1","1","0","1","1","0","1","1,535","0","","","Culinary","0","0","0","0","0","0","0","0","Blinds","00/00/0000","1928","84103","","08/26/2016"
"1379317","Concrete","","0.01","Cameron Burnside","Central Air; Electric","Cable Tv Wired","101","0.0","None/Crawl Space","0","Salt Lake City"," ","3%","1","","866-755-4555","866-755-4555","Centralized Showing","05/24/2016","Salt Lake","0","0","11","0","E","N","8","","05/13/2016","","11/03/2016","Concrete/Glass; Frame","Balcony; Double Pane Windows; Entry (Foyer); Outdoor Lighting; Secured Building; Secured Parking; Sliding Glass Doors","Dishwasher, Built-In; Disposal; Range: Countertop; Range/Oven: Built-In","Laminate","0.0","0","Parking: Covered","285","Monthly","Gas: Radiant; Hot Water; Wall Heater","8","1379317_aa1cbb7ad7c6917155ecc3c1174206d8_458173.jpg","","No","Landscaping: Full; Mature Trees","40.774293","05/13/2016","ERS","-111.890734","Corner Lot; Curb &amp; Gutter; Fenced: Part; Road: Paved; Sprinkler: Auto-Full; View: Mountain","155000","240","0","0","0","0","00/00/0000","KW Salt Lake City Keller Williams Real Estate","00/00/0000","","1","1","0","0","0","0","754","Y","Y","","","Y","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","Fenced; Heated; In Ground","Neg","Condo","","NE","0","00/00/0000","If you're looking for comfort, cleanliness and convenience, this could be the perfect fit. This is a CHARMING one bedroom condo with amazing views. New laminate flooring throughout. What a dream to live just a few blocks from City Creek, the Conference Center, and downtown Salt Lake City with easy freeway access. It has a beautiful outside heated pool with on-site laundry facilities and a secure building with underground parking and storage closet. Don't miss out on this opportunity for ownership! ","Rubber (EPDM)","No","Salt Lake","Washington","Bryant","West","","","Gas: Connected; Power: Connected; Sewer: Connected; Water: Connected","Appt/Use Key Box","0.0","41128","","64344","","06/28/2016","147500","Conventional","0","07/05/2016","UT","Sold","AVE","HILLSIDE ","Condo; High Rise","0","PANORAMA","09-31-307-018","1058","Cash; Conventional","","0","0","0","0","0","0","0","1","1.00","1","0","0","1","0","0","1","0","0","1","754","0","","304","Culinary","0","0","0","0","0","0","0","0","","00/00/0000","1962","84103","","07/05/2016"
"1378989","Common Drive","","0.01","Neil Glover","Central Air; Electric","Cable Tv Available; Cable Tv Wired; Electric Dryer Hookup; Exercise Room","101","0.0","None/Crawl Space","0","Salt Lake City"," ","3%","0","","801-580-7118","","Neil Glover","05/31/2016","Salt Lake","0","0","19","1","E","N","141","","05/12/2016","","11/12/2016","Brick","Double Pane Windows; Entry (Foyer); Secured Parking; Sliding Glass Doors","Bath: Master; Bath: Sep. Tub/Shower; Closet: Walk-In; Dishwasher, Built-In; Disposal; Great Room; Kitchen: Updated; Range/Oven: Built-In; Granite Countertops","Carpet; Hardwood; Travertine","0.0","2","","305","Monthly","Electric; Forced Air","141","1378989_26bc28c14443e4565311d016d02191a5_114230.jpg","Dryer; Microwave; Refrigerator; Washer; Window Coverings","No","Landscaping: Full; Mature Trees; Terraced Yard","40.771720","05/12/2016","ERS","-111.886190","Curb &amp; Gutter; Road: Paved; Sidewalks; Sprinkler: Auto-Full; View: Valley","389000","100","0","0","0","0","00/00/0000","Coldwell Banker Residential Brokerage-Sugarhouse","00/00/0000","","2","1","0","1","0","0","1,720","Y","","Y","Y","","Y","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","","Recording","Condo","","NE","0","00/00/0000","Northwest corner unit with direct views of the Capitol and downtown! Updated throughout, hardwood and travertine floors, new kitchen with big granite island, stainless appliances, roomy master bedroom suite with walk in closet, separate tub and shower, double vanity, walls of sliding glass doors provides natural lighting, covered deck off dining/ living rooms, laundry room and storage. 2 car secure covered parking, reasonable monthly fees, terrific rooftop garden and entertaining area with views in every direction. Ideal downtown location- Walk to everything in the city!","Composition","No","Salt Lake","Ensign","Bryant","West","","Madeleine Choir Sch","Gas: Available; Gas: Connected; Power: Available; Power: Connected; Sewer: Available; Sewer: Connected; Water: Available; Water: Connected","Call/Use Key Box; Key Box: Mechanical","0.0","33784","","64355","5000","07/01/2016","375000","Conventional","0","07/13/2016","UT","Sold","AVE","SECOND","Condo; High Rise","0","GARDEN TOWERS","09-31-384-017","2376","Cash; Conventional","","0","0","0","0","0","0","1","2","2.00","1","0","1","1","0","1","0","1","0","0","1,720","0","","505","Culinary","0","0","0","0","0","0","0","0","Blinds; Part","00/00/0000","1981","84103","","07/13/2016"
"1379089","Concrete","","0.11","Spring Bengtzen","Central Air; Electric","Cable Tv Wired; Electric Dryer Hookup; Gas Dryer Hookup","101","0.0","None/Crawl Space","0","Salt Lake City"," ","3%","0","","866-755-4555","801-745-0745","Centralized Showings ","05/19/2016","Salt Lake","0","0","8","1","N","W","200","","05/12/2016","Dryer; Refrigerator; Washer","10/31/2016","Stone; Stucco","Double Pane Windows; Porch: Open; Skylights","Den/Office; Dishwasher, Built-In; Disposal; Gas Log; Kitchen: Updated; Range: Gas; Range/Oven: Free Stdng.; Vaulted Ceilings","Carpet; Hardwood; Tile","0.0","2","Detached","","","Forced Air; Gas: Central","560","1379089_4e7e509eae5a800cffdd248654eb2645_643324.jpg","Ceiling Fan; Hot Tub; Range; Range Hood; Storage Sheds; Window Coverings","Yes","Landscaping: Full; Mature Trees; Terraced Yard","40.781532","05/12/2016","ERS","-111.896899","Curb &amp; Gutter; Fenced: Full; Road: Paved; Secluded Yard; Sidewalks; Sprinkler: Auto-Full; Terrain: Grad Slope; View: Mountain; Private","349000","560","0","0","0","0","00/00/0000","KW Success Keller Williams Realty - Layton","00/00/0000","","2","1","1","0","1","0","1,704","Y","","","Y","","Y","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","3","0","","","Single Family","","NW","0","00/00/0000","Updated Historic Home in the desirable Marmalade District. This Charming home features an updated kitchen with granite counters, stainless steel appliances, farm sink and skylight. You'll love the inviting living room with original timbers and the countless windows that optimize the natural light throughout the home. Enjoy the seasons and kick back on multiple patios in the beautifully landscaped, serene back yard. Close to downtown-walk to The Gateway. Schedule your private showing today- this home won't last!  ","Asphalt Shingles","No","Salt Lake","Washington","Bryant","West","","","Gas: Connected; Power: Connected; Sewer: Connected; Sewer: Public; Water: Connected","Call Agent/Appt","0.0","79564","","68743","600","06/30/2016","344500","FHA","0","07/06/2016","UT","Sold","","200","Bungalow/Cottage","0","MARMALADE DISTRICT","08-36-208-010","1769","Cash; Conventional; FHA; VA","","0","0","0","0","0","0","0","2","2.00","1","1","0","1","1","1","0","1","0","0","1,704","0","","","Culinary","0","0","0","0","0","0","0","0","","00/00/0000","1852","84103","","07/06/2016"
